學號,性別,分發宿舍,分發寢室,分發床號
40877011H,女,女二舍4人房,A1112,1
40857024O,女,女二舍4人房,A1112,2
40883041I,女,女二舍4人房,A1112,3
40857022O,女,女二舍4人房,A1112,4
40951015S,女,女二舍4人房,A1113,1
40951020S,女,女二舍4人房,A1113,2
40951016S,女,女二舍4人房,A1113,3
40951011S,女,女二舍4人房,A1113,4
40943222S,女,女二舍4人房,A1114,1
40943225S,女,女二舍4人房,A1114,2
40943215S,女,女二舍4人房,A1114,3
40943219S,女,女二舍4人房,A1114,4
40821134L,女,女二舍4人房,A1115,1
40821205L,女,女二舍4人房,A1115,2
40821136L,女,女二舍4人房,A1115,3
40821232L,女,女二舍4人房,A1115,4
40823121L,女,女二舍4人房,A1116,1
40823218L,女,女二舍4人房,A1116,2
40972046H,女,女二舍4人房,A1116,3
40972011H,女,女二舍4人房,A1116,4
40968001T,女,女二舍4人房,A1117,1
40983020I,女,女二舍4人房,A1117,2
40983034I,女,女二舍4人房,A1117,3
40983035I,女,女二舍4人房,A1117,4
41002902E,女,女二舍4人房,A1118,1
40902045E,女,女二舍4人房,A1118,2
40902047E,女,女二舍4人房,A1118,3
40902029E,女,女二舍4人房,A1118,4
40813006E,女,女二舍4人房,A1119,1
40813018E,女,女二舍4人房,A1119,2
40813022E,女,女二舍4人房,A1119,3
40868036T,女,女二舍4人房,A1119,4
40805021E,女,女二舍4人房,A1120,1
40871202H,女,女二舍4人房,A1120,2
40868002T,女,女二舍4人房,A1120,3
40811007E,女,女二舍4人房,A1120,4
40873020H,女,女二舍4人房,A1121,1
40822069L,女,女二舍4人房,A1121,2
40822066L,女,女二舍4人房,A1121,3
40873005H,女,女二舍4人房,A1121,4
41073157H,女,女二舍4人房,A1133,1
41026002L,女,女二舍4人房,A1133,2
41026010L,女,女二舍4人房,A1133,3
41026004L,女,女二舍4人房,A1133,4
40823111L,女,女二舍4人房,A1201,1
41022046L,女,女二舍4人房,A1201,2
40972904H,女,女二舍4人房,A1202,1
41009007E,女,女二舍4人房,A1202,2
41072013H,女,女二舍4人房,A1203,1
40876002H,女,女二舍4人房,A1204,1
40884237I,女,女二舍4人房,A1204,2
40968031T,女,女二舍4人房,A1204,3
41007235E,女,女二舍4人房,A1204,4
40807102E,女,女二舍4人房,A1205,1
40813009E,女,女二舍4人房,A1205,2
40820219L,女,女二舍4人房,A1205,3
40820333L,女,女二舍4人房,A1205,4
40884239I,女,女二舍4人房,A1206,1
40884236I,女,女二舍4人房,A1206,2
40884218I,女,女二舍4人房,A1206,3
40884221I,女,女二舍4人房,A1206,4
40921214L,女,女二舍4人房,A1207,1
40922007L,女,女二舍4人房,A1207,2
40922020L,女,女二舍4人房,A1207,3
40921218L,女,女二舍4人房,A1207,4
41006119E,女,女二舍4人房,A1208,1
41006218E,女,女二舍4人房,A1208,2
41070004H,女,女二舍4人房,A1208,3
41070001H,女,女二舍4人房,A1208,4
41000104E,女,女二舍4人房,A1209,1
41072011H,女,女二舍4人房,A1209,2
41072002H,女,女二舍4人房,A1209,3
40920311L,女,女二舍4人房,A1209,4
40743205S,女,女二舍4人房,A1210,1
40843222S,女,女二舍4人房,A1210,2
40843115S,女,女二舍4人房,A1210,3
40843225S,女,女二舍4人房,A1210,4
40951005S,女,女二舍4人房,A1211,1
40951004S,女,女二舍4人房,A1211,2
40951003S,女,女二舍4人房,A1211,3
40951007S,女,女二舍4人房,A1211,4
40823110L,女,女二舍4人房,A1212,1
40805011E,女,女二舍4人房,A1212,2
40809036E,女,女二舍4人房,A1212,3
40842204S,女,女二舍4人房,A1212,4
40800127E,女,女二舍4人房,A1213,1
40800128E,女,女二舍4人房,A1213,2
40800125E,女,女二舍4人房,A1213,3
40800225E,女,女二舍4人房,A1213,4
40900202E,女,女二舍4人房,A1214,1
40900127E,女,女二舍4人房,A1214,2
40942128S,女,女二舍4人房,A1214,3
40900207E,女,女二舍4人房,A1214,4
40871215H,女,女二舍4人房,A1215,1
41022026L,女,女二舍4人房,A1215,2
40805010E,女,女二舍4人房,A1215,3
40884223I,女,女二舍4人房,A1215,4
40809039E,女,女二舍4人房,A1216,1
41040119S,女,女二舍4人房,A1216,2
40868004T,女,女二舍4人房,A1216,3
40720204L,女,女二舍4人房,A1216,4
40820129L,女,女二舍4人房,A1217,1
40820205L,女,女二舍4人房,A1217,2
40873038H,女,女二舍4人房,A1217,3
40820222L,女,女二舍4人房,A1217,4
41030004A,女,女二舍4人房,A1218,1
40930022A,女,女二舍4人房,A1218,2
40930058A,女,女二舍4人房,A1218,3
40930023A,女,女二舍4人房,A1218,4
40820118L,女,女二舍4人房,A1219,1
40820115L,女,女二舍4人房,A1219,2
40820116L,女,女二舍4人房,A1219,3
41020114L,女,女二舍4人房,A1219,4
40820314L,女,女二舍4人房,A1220,1
40871120H,女,女二舍4人房,A1220,2
40884202I,女,女二舍4人房,A1220,3
40823219L,女,女二舍4人房,A1220,4
40807232E,女,女二舍4人房,A1221,1
40807240E,女,女二舍4人房,A1221,2
40807133E,女,女二舍4人房,A1221,3
40807141E,女,女二舍4人房,A1221,4
41057059O,女,性別友善宿舍(學七舍2樓),F70203,1
40983026I,女,性別友善宿舍(學七舍2樓),F70203,3
40943226S,女,性別友善宿舍(學七舍2樓),F70203,4
40932019A,女,性別友善宿舍(學七舍2樓),F70208,1
40932060A,女,性別友善宿舍(學七舍2樓),F70208,2
40932047A,女,性別友善宿舍(學七舍2樓),F70208,3
41007238E,女,性別友善宿舍(學七舍2樓),F70208,4
40941206S,女,性別友善宿舍(學七舍2樓),F70213,1
40941122S,女,性別友善宿舍(學七舍2樓),F70213,2
41007237E,女,性別友善宿舍(學七舍2樓),F70213,3
40941133S,女,性別友善宿舍(學七舍2樓),F70213,4
40940216S,女,性別友善宿舍(學七舍2樓),F70216,1
40940118S,女,性別友善宿舍(學七舍2樓),F70216,2
40972036H,女,性別友善宿舍(學七舍2樓),F70216,3
40940205S,女,性別友善宿舍(學七舍2樓),F70216,4
40942141S,女,性別友善宿舍(學七舍2樓),F70218,1
40944005S,女,性別友善宿舍(學七舍2樓),F70218,2
40940304S,女,性別友善宿舍(學七舍2樓),F70218,3
40840232S,女,性別友善宿舍(學七舍2樓),F70218,4
40944003S,女,性別友善宿舍(學七舍2樓),F70221,1
40907214E,女,性別友善宿舍(學七舍2樓),F70221,2
40944010S,女,性別友善宿舍(學七舍2樓),F70221,3
40944014S,女,性別友善宿舍(學七舍2樓),F70221,4
40921107L,女,誠樓,3501,1
40911010E,女,誠樓,3501,2
40900110E,女,誠樓,3502,1
40984215I,女,誠樓,3502,2
40940228S,女,誠樓,3502,3
40860113T,女,誠樓,3502,4
41043110S,女,誠樓,3503,1
41042125S,女,誠樓,3503,2
40923129L,女,誠樓,3503,3
41077005H,女,誠樓,3503,4
41021223L,女,誠樓,3518,1
40920224L,女,誠樓,3519,1
40942231S,女,誠樓,3519,2
41051006S,女,誠樓,3519,3
40942217S,女,誠樓,3519,4
40840204S,女,誠樓女3人房,3504,1
40823133L,女,誠樓女3人房,3504,2
40842127S,女,誠樓女3人房,3504,3
40907208E,女,誠樓女3人房,3505,1
40942105S,女,誠樓女3人房,3505,2
40901027E,女,誠樓女3人房,3505,3
41071118H,女,誠樓女3人房,3508,1
41040319S,女,誠樓女3人房,3508,2
40983054I,女,誠樓女3人房,3508,3
40884211I,女,誠樓女3人房,3510,1
40802042E,女,誠樓女3人房,3510,2
40842129S,女,誠樓女3人房,3510,3
41042213S,女,學七舍,70802,1
41044035S,女,學七舍,70802,2
41047028S,女,學七舍,70803,1
41006132E,女,學七舍,70803,2
41011016E,女,學七舍,70803,3
41020313L,女,學七舍,70803,4
40947062S,女,學七舍,70804,1
40944019S,女,學七舍,70804,2
40971120H,女,學七舍,70804,3
40947063S,女,學七舍,70804,4
40940132S,女,學七舍,70805,1
40943230S,女,學七舍,70805,2
41043217S,女,學七舍,70805,3
40943136S,女,學七舍,70805,4
41051034S,女,學七舍,70806,1
40940102S,女,學七舍,70806,2
41040104S,女,學七舍,70806,3
40943135S,女,學七舍,70806,4
40932068A,女,學七舍,70807,1
40932048A,女,學七舍,70807,2
40932054A,女,學七舍,70807,3
40932044A,女,學七舍,70807,4
41084259I,女,學七舍,70808,1
41084265I,女,學七舍,70808,2
40884141I,女,學七舍,70808,3
40905045E,女,學七舍,70808,4
40984147I,女,學七舍,70809,1
40809043E,女,學七舍,70809,2
40811017E,女,學七舍,70809,3
40840330S,女,學七舍,70809,4
41032028A,女,學七舍,70810,1
41032018A,女,學七舍,70810,2
41084261I,女,學七舍,70810,3
40884144I,女,學七舍,70810,4
41032059A,女,學七舍,70811,1
40932016A,女,學七舍,70811,2
40832043A,女,學七舍,70811,3
40832027A,女,學七舍,70811,4
40932029A,女,學七舍,70812,1
40832040A,女,學七舍,70812,2
40932017A,女,學七舍,70812,3
40832050A,女,學七舍,70812,4
40947020S,女,學七舍,70813,1
40822062L,女,學七舍,70813,2
40801039E,女,學七舍,70813,3
40823241L,女,學七舍,70813,4
41068026T,女,學七舍,70814,1
40868038T,女,學七舍,70814,2
40884262I,女,學七舍,70814,3
40884105I,女,學七舍,70814,4
41060028T,女,學七舍,70815,1
41060021T,女,學七舍,70815,2
40857052O,女,學七舍,70815,3
41021142L,女,學七舍,70815,4
40843234S,女,學七舍,70816,1
40957054O,女,學七舍,70816,2
40843135S,女,學七舍,70816,3
40851033S,女,學七舍,70816,4
40932061A,女,學七舍,70817,1
40832046A,女,學七舍,70817,2
40802029E,女,學七舍,70817,3
41002051E,女,學七舍,70817,4
41032046A,女,學七舍,70818,1
41032040A,女,學七舍,70818,2
40740326S,女,學七舍,70818,3
40740317S,女,學七舍,70818,4
41030039A,女,學七舍,70819,1
41032034A,女,學七舍,70819,2
41030040A,女,學七舍,70819,3
40832030A,女,學七舍,70819,4
40732047A,女,學七舍,70820,1
40732022A,女,學七舍,70820,2
40832003A,女,學七舍,70820,3
40732038A,女,學七舍,70820,4
41032078A,女,學七舍,70821,1
40932030A,女,學七舍,70821,2
41032012A,女,學七舍,70821,3
40832032A,女,學七舍,70821,4
41073114H,女,學七舍,70822,1
41030056A,女,學七舍,70822,2
41068023T,女,學七舍,70822,3
41071127H,女,學七舍,70822,4
40842105S,女,學七舍,70903,1
41044005S,女,學七舍,70903,2
40983044I,女,學七舍,70915,1
40857047O,女,學七舍,70915,2
40947053S,女,學七舍,70915,3
40984268I,女,學七舍,70915,4
40832045A,女,學七舍,71001,1
41032019A,女,學七舍,71001,2
40932021A,女,學七舍,71001,3
40632012A,女,學七舍,71001,4
41042103S,女,學七舍,71002,1
41042120S,女,學七舍,71002,2
41042104S,女,學七舍,71002,3
41043131S,女,學七舍,71002,4
41044007S,女,學七舍,71003,1
41044024S,女,學七舍,71003,2
40932065A,女,學七舍,71003,3
40932039A,女,學七舍,71003,4
41032076A,女,學七舍,71004,1
40832001A,女,學七舍,71004,2
40932053A,女,學七舍,71004,3
40932051A,女,學七舍,71004,4
41051035S,女,學七舍,71005,1
41051019S,女,學七舍,71005,2
41051004S,女,學七舍,71005,3
41083037I,女,學七舍,71005,4
40807243E,女,學七舍,71006,1
40807241E,女,學七舍,71006,2
40842141S,女,學七舍,71006,3
40842241S,女,學七舍,71006,4
41032071A,女,學七舍,71007,1
40832055A,女,學七舍,71007,2
40832052A,女,學七舍,71007,3
40832006A,女,學七舍,71007,4
40951002S,女,學七舍,71008,1
40906131E,女,學七舍,71008,2
40905041E,女,學七舍,71008,3
40906238E,女,學七舍,71008,4
41042205S,女,學七舍,71009,1
41042203S,女,學七舍,71009,2
41042130S,女,學七舍,71009,3
41002029E,女,學七舍,71009,4
40932069A,女,學七舍,71010,1
41032025A,女,學七舍,71010,2
40932058A,女,學七舍,71010,3
40932041A,女,學七舍,71010,4
40932004A,女,學七舍,71011,1
40932038A,女,學七舍,71011,2
40832004A,女,學七舍,71011,3
40832002A,女,學七舍,71011,4
40832007A,女,學七舍,71012,1
41032065A,女,學七舍,71012,2
41032048A,女,學七舍,71012,3
40832033A,女,學七舍,71012,4
41041135S,女,學七舍,71013,1
41041230S,女,學七舍,71013,2
41041106S,女,學七舍,71013,3
41013019E,女,學七舍,71013,4
41043132S,女,學七舍,71014,1
41043209S,女,學七舍,71014,2
41043211S,女,學七舍,71014,3
41043109S,女,學七舍,71014,4
41032064A,女,學七舍,71101,1
41084137I,女,學七舍,71101,2
41084118I,女,學七舍,71101,3
40932031A,女,學七舍,71101,4
41047039S,女,學七舍,71103,1
41047001S,女,學七舍,71103,2
41070032H,女,學七舍,71103,3
40840219S,女,學七舍,71103,4
41047043S,女,學七舍,71104,1
41047005S,女,學七舍,71104,2
41009030E,女,學七舍,71104,3
41042223S,女,學七舍,71104,4
41032051A,女,學七舍,71105,1
41057035O,女,學七舍,71105,2
41072038H,女,學七舍,71105,3
41072036H,女,學七舍,71105,4
41040329S,女,學七舍,71106,1
41032061A,女,學七舍,71106,2
41040117S,女,學七舍,71106,3
41040318S,女,學七舍,71106,4
41051013S,女,學七舍,71110,1
41051014S,女,學七舍,71110,2
40923137L,女,學七舍,71110,3
40840132S,女,學七舍,71110,4
41032002A,女,學七舍,71113,1
40832029A,女,學七舍,71113,2
41032017A,女,學七舍,71113,3
41032003A,女,學七舍,71113,4
41043117S,女,學七舍,71114,1
41043104S,女,學七舍,71114,2
41043203S,女,學七舍,71114,3
41043213S,女,學七舍,71114,4
41009025E,男,男一舍,1111,2
41026007L,男,男一舍,1111,3
41020221L,男,男一舍,1111,4
41001025E,男,男一舍,1116,2
41026006L,男,男一舍,1116,3
41009027E,男,男一舍,1116,4
40909024E,男,男一舍,1119,1
40700120E,男,男一舍,1119,4
41023103L,男,男一舍,1120,1
41023213L,男,男一舍,1120,2
41023236L,男,男一舍,1120,3
41023243L,男,男一舍,1120,4
41023117L,男,男一舍,1120,5
41023124L,男,男一舍,1120,6
41090231M,男,男一舍,1208,1
41090236M,男,男一舍,1208,2
41090213M,男,男一舍,1208,4
41092020M,男,男一舍,1208,5
40972032H,男,男一舍,1209,1
40976007H,男,男一舍,1209,2
41041116S,男,男一舍,1209,3
41042118S,男,男一舍,1209,4
41044046S,男,男一舍,1209,5
41077003H,男,男一舍,1209,6
40976002H,男,男一舍,1210,1
40972013H,男,男一舍,1210,2
40976015H,男,男一舍,1210,3
40976001H,男,男一舍,1210,4
40972034H,男,男一舍,1210,5
40976026H,男,男一舍,1210,6
41070015H,男,男一舍,1215,1
41070022H,男,男一舍,1215,2
41070005H,男,男一舍,1215,3
41070006H,男,男一舍,1215,4
40971122H,男,男一舍,1215,5
41071227H,男,男一舍,1215,6
40907207E,男,男一舍,1218,1
40907118E,男,男一舍,1218,2
40907115E,男,男一舍,1218,3
40907102E,男,男一舍,1218,4
40907129E,男,男一舍,1218,5
40907134E,男,男一舍,1218,6
41083033I,男,男一舍,1219,1
40975050H,男,男一舍,1220,1
40960020T,男,男一舍,1220,2
40975049H,男,男一舍,1220,3
41060045T,男,男一舍,1220,4
40970018H,男,男一舍,1220,5
41070901H,男,男一舍,1220,6
40943116S,男,男一舍,1221,1
40947059S,男,男一舍,1221,2
40907243E,男,男一舍,1221,3
40921239L,男,男一舍,1221,4
40951018S,男,男一舍,1221,5
40957044O,男,男一舍,1221,6
40940112S,男,男一舍,1222,1
40975026H,男,男一舍,1222,2
41076001H,男,男一舍,1222,3
41023140L,男,男一舍,1222,4
41075032H,男,男一舍,1222,5
41075027H,男,男一舍,1222,6
41075019H,男,男一舍,1223,1
40901007E,男,男一舍,1223,2
40913008E,男,男一舍,1223,3
41075024H,男,男一舍,1223,4
41075025H,男,男一舍,1223,5
40975041H,男,男一舍,1223,6
40922050L,男,男一舍,1224,1
41022005L,男,男一舍,1224,2
41022039L,男,男一舍,1224,3
41022023L,男,男一舍,1224,4
41026008L,男,男一舍,1224,5
40926901L,男,男一舍,1224,6
40922023L,男,男一舍,1225,1
40922052L,男,男一舍,1225,2
40883045I,男,男一舍,1225,3
40883048I,男,男一舍,1225,4
40922018L,男,男一舍,1225,5
41022007L,男,男一舍,1225,6
41020208L,男,男一舍,1226,1
41075039H,男,男一舍,1226,2
41075034H,男,男一舍,1226,3
41020224L,男,男一舍,1226,4
41020116L,男,男一舍,1226,5
40920109L,男,男一舍,1226,6
41020321L,男,男一舍,1227,1
41020136L,男,男一舍,1227,2
41000230E,男,男一舍,1227,3
41000131E,男,男一舍,1227,4
41020233L,男,男一舍,1227,5
41020108L,男,男一舍,1227,6
41020327L,男,男一舍,1401,1
41075005H,男,男一舍,1401,2
41073119H,男,男一舍,1401,3
40973016H,男,男一舍,1401,4
41075023H,男,男一舍,1401,5
41075002H,男,男一舍,1401,6
41032047A,男,男一舍,1402,1
40832035A,男,男一舍,1402,2
41000212E,男,男一舍,1402,3
41032038A,男,男一舍,1402,4
41000229E,男,男一舍,1402,5
40913015E,男,男一舍,1402,6
41009011E,男,男一舍,1403,1
40909041E,男,男一舍,1403,2
40800111E,男,男一舍,1403,3
40900104E,男,男一舍,1403,4
41000132E,男,男一舍,1403,5
40900108E,男,男一舍,1403,6
40807142E,男,男一舍,1404,1
40907144E,男,男一舍,1404,2
40806240E,男,男一舍,1404,3
41007219E,男,男一舍,1404,4
41007213E,男,男一舍,1404,5
41007222E,男,男一舍,1404,6
40906229E,男,男一舍,1405,1
40971224H,男,男一舍,1405,2
40971204H,男,男一舍,1405,3
40971216H,男,男一舍,1405,4
41007205E,男,男一舍,1405,5
40907145E,男,男一舍,1405,6
41090109M,男,男一舍,1406,1
41090135M,男,男一舍,1406,2
41068018T,男,男一舍,1406,3
41090218M,男,男一舍,1406,4
41006135E,男,男一舍,1406,5
41068008T,男,男一舍,1406,6
40830055A,男,男一舍,1407,1
41020315L,男,男一舍,1407,2
41009005E,男,男一舍,1407,3
40930015A,男,男一舍,1407,4
40930016A,男,男一舍,1407,5
41006101E,男,男一舍,1407,6
40905025E,男,男一舍,1408,1
40905028E,男,男一舍,1408,2
41030021A,男,男一舍,1408,3
41030026A,男,男一舍,1408,4
41030025A,男,男一舍,1408,5
41006117E,男,男一舍,1408,6
40901023E,男,男一舍,1409,1
40722002L,男,男一舍,1409,2
40722015L,男,男一舍,1409,3
40792009M,男,男一舍,1409,4
40902020E,男,男一舍,1409,5
41002018E,男,男一舍,1409,6
40884111I,男,男一舍,1410,1
41021136L,男,男一舍,1410,2
41021214L,男,男一舍,1410,3
41021213L,男,男一舍,1410,4
41021111L,男,男一舍,1410,5
40901045E,男,男一舍,1410,6
40984238I,男,男一舍,1413,1
41001008E,男,男一舍,1413,2
41001006E,男,男一舍,1413,3
41001019E,男,男一舍,1413,4
41001021E,男,男一舍,1413,5
40884113I,男,男一舍,1413,6
40873015H,男,男一舍,1414,1
41041224S,男,男一舍,1414,2
41041204S,男,男一舍,1414,3
41041203S,男,男一舍,1414,4
41041227S,男,男一舍,1414,5
41084241I,男,男一舍,1414,6
40830003A,男,男一舍,1415,1
40830030A,男,男一舍,1415,2
40830060A,男,男一舍,1415,3
40847057S,男,男一舍,1415,4
40843233S,男,男一舍,1415,5
40940231S,男,男一舍,1415,6
41030068A,男,男一舍,1416,1
40976025H,男,男一舍,1416,2
40976012H,男,男一舍,1416,3
40976014H,男,男一舍,1416,4
40976022H,男,男一舍,1416,5
41073104H,男,男一舍,1416,6
40802053E,男,男一舍,1417,1
40977021H,男,男一舍,1417,2
40830059A,男,男一舍,1417,3
40930017A,男,男一舍,1417,4
40930068A,男,男一舍,1417,5
40930064A,男,男一舍,1417,6
41020331L,男,男一舍,1418,1
41090207M,男,男一舍,1418,2
41090130M,男,男一舍,1418,3
41090125M,男,男一舍,1418,4
40830013A,男,男一舍,1418,5
41030044A,男,男一舍,1418,6
41030062A,男,男一舍,1419,1
41057050O,男,男一舍,1419,2
41057065O,男,男一舍,1419,3
41057017O,男,男一舍,1419,4
41057060O,男,男一舍,1419,5
40930035A,男,男一舍,1419,6
40930013A,男,男一舍,1420,1
41023123L,男,男一舍,1420,2
41013008E,男,男一舍,1420,3
40975025H,男,男一舍,1420,4
40913017E,男,男一舍,1420,5
41030014A,男,男一舍,1420,6
41084247I,男,男一舍,1421,1
41023125L,男,男一舍,1421,2
40975061H,男,男一舍,1421,3
41023228L,男,男一舍,1421,4
40970032H,男,男一舍,1421,5
40723224L,男,男一舍,1421,6
40930043A,男,男一舍,1422,1
41002019E,男,男一舍,1422,2
41002004E,男,男一舍,1422,3
41002014E,男,男一舍,1422,4
41002049E,男,男一舍,1422,5
40930031A,男,男一舍,1422,6
41071221H,男,男一舍,1423,1
40823212L,男,男一舍,1423,2
41071230H,男,男一舍,1423,3
41071132H,男,男一舍,1423,4
41071134H,男,男一舍,1423,5
41071232H,男,男一舍,1423,6
40973024H,男,男一舍,1424,1
40973023H,男,男一舍,1424,2
40970016H,男,男一舍,1424,3
40973054H,男,男一舍,1424,4
41023115L,男,男一舍,1424,5
40973038H,男,男一舍,1424,6
41023129L,男,男一舍,1425,1
40975023H,男,男一舍,1425,2
40975044H,男,男一舍,1425,3
41075015H,男,男一舍,1425,4
41022022L,男,男一舍,1425,5
41022025L,男,男一舍,1425,6
41073135H,男,男一舍,1426,1
41073109H,男,男一舍,1426,2
40823115L,男,男一舍,1426,3
41073152H,男,男一舍,1426,4
41073151H,男,男一舍,1426,5
41073154H,男,男一舍,1426,6
40971121H,男,男一舍,1427,1
40971118H,男,男一舍,1427,2
41023223L,男,男一舍,1427,3
40971125H,男,男一舍,1427,4
40971119H,男,男一舍,1427,5
40971128H,男,男一舍,1427,6
40922047L,男,男一舍,1429,1
40922025L,男,男一舍,1429,2
40922021L,男,男一舍,1429,3
40922051L,男,男一舍,1429,4
40923202L,男,男一舍,1429,5
40947042S,男,男一舍,1429,6
41023141L,男,男一舍,1430,1
41011005E,男,男一舍,1430,2
41011010E,男,男一舍,1430,3
41051030S,男,男一舍,1430,4
41051018S,男,男一舍,1430,5
41051005S,男,男一舍,1430,6
40821142L,男,男一舍,1431,1
41013016E,男,男一舍,1431,2
41068031T,男,男一舍,1431,3
41068034T,男,男一舍,1431,4
41013030E,男,男一舍,1431,5
41013018E,男,男一舍,1431,6
41090223M,男,男一舍,1432,1
41090129M,男,男一舍,1432,2
41090124M,男,男一舍,1432,3
41090204M,男,男一舍,1432,4
41090105M,男,男一舍,1432,5
40821234L,男,男一舍,1432,6
40973015H,男,男一舍,1433,1
40821237L,男,男一舍,1433,2
40973018H,男,男一舍,1433,3
40973017H,男,男一舍,1433,4
40973020H,男,男一舍,1433,5
40973012H,男,男一舍,1433,6
41021225L,男,男一舍,1434,1
41023204L,男,男一舍,1434,2
41023202L,男,男一舍,1434,3
41023104L,男,男一舍,1434,4
41023205L,男,男一舍,1434,5
41023203L,男,男一舍,1434,6
40860122T,男,男一舍,1435,1
40923240L,男,男一舍,1435,2
40922056L,男,男一舍,1435,3
40822004L,男,男一舍,1435,4
40923133L,男,男一舍,1435,5
40921238L,男,男一舍,1435,6
41021227L,男,男一舍,1436,1
40923131L,男,男一舍,1436,2
40923130L,男,男一舍,1436,3
40923230L,男,男一舍,1436,4
40907233E,男,男一舍,1436,5
40907218E,男,男一舍,1436,6
40847049S,男,男一舍,1437,1
41068003T,男,男一舍,1437,2
40847058S,男,男一舍,1437,3
40932073A,男,男一舍,1437,4
40951036S,男,男一舍,1437,5
40984254I,男,男一舍,1437,6
41070013H,男,男一舍,1438,1
41070008H,男,男一舍,1438,2
41070002H,男,男一舍,1438,3
41070020H,男,男一舍,1438,4
41070017H,男,男一舍,1438,5
40968023T,男,男一舍,1438,6
40990231M,男,男一舍,1439,1
40990211M,男,男一舍,1439,2
40990230M,男,男一舍,1439,3
40990125M,男,男一舍,1439,4
40990135M,男,男一舍,1439,5
40968029T,男,男一舍,1439,6
41060015T,男,男一舍,1440,1
41060003T,男,男一舍,1440,2
41060020T,男,男一舍,1440,3
41021144L,男,男一舍,1440,4
41021238L,男,男一舍,1440,5
41068007T,男,男一舍,1440,6
41075022H,男,男一舍,1441,1
41075054H,男,男一舍,1441,2
41075016H,男,男一舍,1441,3
41075014H,男,男一舍,1441,4
41075052H,男,男一舍,1441,5
41075048H,男,男一舍,1441,6
40972028H,男,男一舍,1442,1
40973003H,男,男一舍,1442,2
40972044H,男,男一舍,1442,3
40972023H,男,男一舍,1442,4
41072032H,男,男一舍,1442,5
40972008H,男,男一舍,1442,6
41022064L,男,男一舍,1443,1
41022031L,男,男一舍,1443,2
41022052L,男,男一舍,1443,3
41022065L,男,男一舍,1443,4
41022063L,男,男一舍,1443,5
41022028L,男,男一舍,1443,6
41070011H,男,男一舍,1444,1
40970023H,男,男一舍,1444,2
40970017H,男,男一舍,1444,3
40970013H,男,男一舍,1444,4
40970014H,男,男一舍,1444,5
40970007H,男,男一舍,1444,6
40975047H,男,男一舍,1445,1
41075035H,男,男一舍,1445,2
40975051H,男,男一舍,1445,3
40975029H,男,男一舍,1445,4
40970033H,男,男一舍,1445,5
40975048H,男,男一舍,1445,6
41022027L,男,男一舍,1446,1
41075026H,男,男一舍,1446,2
40923104L,男,男一舍,1446,3
41022024L,男,男一舍,1446,4
41092015M,男,男一舍,1446,5
41075004H,男,男一舍,1446,6
41041206S,男,男一舍,1447,1
41041222S,男,男一舍,1447,2
41041219S,男,男一舍,1447,3
41041221S,男,男一舍,1447,4
41041117S,男,男一舍,1447,5
41041115S,男,男一舍,1447,6
40923222L,男,男一舍,1448,2
40923221L,男,男一舍,1448,3
40923215L,男,男一舍,1448,4
40923205L,男,男一舍,1448,5
40923204L,男,男一舍,1448,6
41073134H,男,男一舍,1449,1
41073115H,男,男一舍,1449,2
41073122H,男,男一舍,1449,3
41073123H,男,男一舍,1449,4
41073131H,男,男一舍,1449,5
41073117H,男,男一舍,1449,6
41071224H,男,男一舍,1450,1
41071223H,男,男一舍,1450,2
41071121H,男,男一舍,1450,3
41071216H,男,男一舍,1450,4
41071117H,男,男一舍,1450,5
41071222H,男,男一舍,1450,6
41007214E,男,男一舍,1451,1
41007120E,男,男一舍,1451,2
41007142E,男,男一舍,1451,3
41007243E,男,男一舍,1451,4
41070003H,男,男一舍,1451,5
41007112E,男,男一舍,1451,6
40930018A,男,男一舍,1452,1
40930019A,男,男一舍,1452,2
40930021A,男,男一舍,1452,3
40930026A,男,男一舍,1452,4
40930027A,男,男一舍,1452,5
40930028A,男,男一舍,1452,6
40926008L,男,男一舍,1453,1
41072031H,男,男一舍,1453,2
41007116E,男,男一舍,1453,3
41026022L,男,男一舍,1453,4
41007141E,男,男一舍,1453,5
41026003L,男,男一舍,1453,6
41084231I,男,男一舍,1454,1
41084214I,男,男一舍,1454,2
41084218I,男,男一舍,1454,3
41047045S,男,男一舍,1454,4
41084267I,男,男一舍,1454,5
41047041S,男,男一舍,1454,6
40975024H,男,男一舍,1455,1
40975027H,男,男一舍,1455,2
40973051H,男,男一舍,1455,3
40975003H,男,男一舍,1455,4
40975005H,男,男一舍,1455,5
40975022H,男,男一舍,1455,6
41073133H,男,男一舍,1518,1
41073904H,男,男一舍,1518,2
41073113H,男,男一舍,1518,3
41073111H,男,男一舍,1518,4
41073150H,男,男一舍,1518,5
41073125H,男,男一舍,1518,6
40768039T,男,男一舍,1521,1
41030012A,男,男一舍,1521,2
41030015A,男,男一舍,1521,3
41030020A,男,男一舍,1521,4
41030016A,男,男一舍,1521,5
41030017A,男,男一舍,1521,6
40930009A,男,男一舍,1523,1
40930005A,男,男一舍,1523,2
40930056A,男,男一舍,1523,3
40930053A,男,男一舍,1523,4
40930029A,男,男一舍,1523,5
40930055A,男,男一舍,1523,6
41009026E,男,男一舍,1538,1
40909029E,男,男一舍,1538,2
41009045E,男,男一舍,1538,3
41009013E,男,男一舍,1538,4
41009039E,男,男一舍,1538,5
41000901E,男,男一舍,1538,6
